name,rank,brewery,style,n_ratings,avg_rating,beer_info_page,abv,BA_official_score,ranking_vs_all,rating_deviation,location,status,last_rated,date_added,n_wants,n_gots,country,state,style_family,substyle,notes
Sleigh'r Dark Doüble Alt Ale,48,Ninkasi Brewing Company,Altbier,625,3.76,/beer/profile/14400/47120/,7.2,85.0,23044,11.97,Oregon,Active,"Apr 11, 2021",2009-01-08,36,110,USA,Oregon,Altbier,,"Called 'Dark Double Alt' on the label.  Seize the season with Sleigh'r. Layers of deeply toasted malt are balanced by just enough hop bitterness to make it deceivingly drinkable. Paired with a dry finish, Sleigh’r is anything but your typical winter brew.  An Alt ferments with Ale yeast at colder lagering temperatures. This effect gives Alts a more refined, crisp lager-like flavor than traditional ales. The Alt has been “Ninkasified” raising the ABV and IBUs. Sleigh'r has a deep, toasted malt flavor that finishes dry and balanced.  50 IBU"
Oosik Amber Ale,49,Midnight Sun Brewing Co.,Altbier,36,3.75,/beer/profile/385/3503/,5.0,85.0,22374,9.33,Alaska,Active,"Mar 15, 2022",2002-04-28,0,5,USA,Alaska,Altbier,,"Oosik Amber Ale is a true German-style altbier, brewed with pale, Munich and crystal malts. Deep amber with copper highlights, Oosik sports a toasted and caramel malt profile, balanced by traditional noble hops. A special yeast strain ferments this ale at cooler lager temperatures, giving it a smooth malt character and a clean finish.  11 IBU"
Impact,50,Stack Brewing,Altbier,28,3.74,/beer/profile/31872/157528/,5.3,85.0,22421,8.02,Ontario,Active,"May 17, 2022",2015-02-11,0,5,Canada,Ontario,Altbier,,None
Frankenheim Alt,51,Privatbrauerei Frankenheim,Altbier,180,3.74,/beer/profile/938/3150/,4.8,84.0,23571,13.9,Germany,Active,"May 17, 2021",2002-03-27,16,13,Germany,,Altbier,,None
Schell's Schmaltz's Alt,52,August Schell Brewing Company,Altbier,197,3.74,/beer/profile/417/1803/,5.1,84.0,23584,10.7,Minnesota,Active,"Nov 26, 2021",2001-11-05,14,14,USA,Minnesota,Altbier,,"One of Warren's favorite pastimes back in the 30's was a trip to the city dump to shoot rats–so much that it was a common date for him and his wife-to-be, Casey. The manager of the city dump was John Schmaltz–hence the nickname ""Schmaltz"" Marti. We hope you enjoy our Schmaltz's Alt, a creamy smooth dark alt brewed even better than before."
Chester Copperpot,53,Seventh Son Brewing Co.,Altbier,21,3.73,/beer/profile/31408/171087/,8.7,85.0,22357,15.01,Ohio,Active,"Feb 02, 2021",2015-05-06,1,1,USA,Ohio,Altbier,,None
French Toast,54,8th Wonder Brewery,Altbier,16,3.72,/beer/profile/28784/129631/,4.8,85.0,22203,18.01,Texas,Active,"Feb 21, 2021",2014-07-20,0,2,USA,Texas,Altbier,,None
Kutscher Alt,55,Binding-Brauerei AG,Altbier,18,3.72,/beer/profile/290/31402/,5.0,85.0,22393,17.74,Germany,Active,"Sep 26, 2020",2006-06-29,3,2,Germany,,Altbier,,None
(512) ALT,56,(512) Brewing Company,Altbier,58,3.73,/beer/profile/17863/48619/,6.0,85.0,23409,11.26,Texas,Active,"Aug 21, 2021",2009-03-21,2,6,USA,Texas,Altbier,,"(512) ALT is a German-style amber ale that is fermented cooler than typical ales and cold conditioned like a lager. ALT means “old” in German and refers to a beer style made using ale yeast after many German brewers had switched to newly discovered lager yeast. This ale has a very smooth, yet pronounced, hop bitterness with a malty backbone and a characteristic German yeast character. Made with 98% Organic 2-row and Munich malts and US noble hops."
Hövels Original,57,Hövels Hausbrauerei,Altbier,135,3.73,/beer/profile/7713/21905/,5.5,84.0,23831,12.87,Germany,Active,"Jan 04, 2022",2005-02-13,14,19,Germany,,Altbier,,None
Copper ALT.,58,Zipline Brewing Co,Altbier,128,3.72,/beer/profile/30980/97538/,5.2,84.0,24106,11.56,Nebraska,Active,"May 11, 2022",2013-08-04,1,41,USA,Nebraska,Altbier,,"Zipline Brewing Co.’s Copper Alt. is an altbier, which is a unique German hybrid between an ale and a lager. This bronzed brew is designed to be extremely drinkable, with subtle nuances of chocolate and hazelnut. A late gift of Sterling hops in this brew leaves a little hoppiness for your palate to ponder before the next sip.  Hops: Magnum, Hallertau & Sterling Malts: Pilsner, Carahell, Special B, Caramel, & Carafa 5.2% ABV 26 IBU  Gold medal for German-Style Altbier at the GABF 2015."
Ishmael,59,Rising Tide Brewing Company,Altbier,238,3.72,/beer/profile/23639/61873/,4.9,84.0,24295,11.29,Maine,Active,"Apr 19, 2022",2010-09-15,7,53,USA,Maine,Altbier,,"Ishmael is our richly-flavored American copper ale. This American interpretation of the altbiers of Düsseldorf is brewed with continental Munich malt, American-grown hops, and a clean-fermenting ale yeast to produce a slightly sweet and malty beer balanced by a firm bitterness."
Alternate Universe,60,8th Wonder Brewery,Altbier,55,3.71,/beer/profile/28784/91389/,4.7,84.0,23948,10.51,Texas,Active,"Aug 24, 2021",2013-03-19,1,14,USA,Texas,Altbier,,"In the Alternate Universe, the malt planets and hops stars align with the yeast sun to create this otherworldly ale. Existing in a parallel dimension somewhere between an Amber ale and a Brown ale, this sublime brew has a malty backbone with a balanced hop bite. Extended conditioning produces a smooth and flavorful lib8ion. This superior ale is never too light, never too dark.  26 IBU"
Diebels Premium Altbier,61,Brauerei Diebels GmbH & Co KG,Altbier,153,3.7,/beer/profile/2418/6061/,4.9,84.0,24777,13.24,Germany,Active,"Sep 30, 2021",2002-09-16,15,19,Germany,,Altbier,,None
Alt Nouveau,62,North Coast Brewing Co.,Altbier,69,3.69,/beer/profile/112/279201/,5.4,84.0,24675,8.13,California,Active,"Nov 30, 2021",2017-04-29,2,11,USA,California,Altbier,,"Alt Nouveau is a decidedly hoppy take on the Alt style, reviving a brand the brewery first released in the mid-nineties. The Art Nouveau style illustration on the label is inspired by the artichoke plantings at North Coast’s partner, Fortunate Farm, in Caspar."
Altbier,63,Fat Head's Brewery & Saloon,Altbier,11,3.63,/beer/profile/19544/113834/,4.6,85.0,23497,14.33,Ohio,Active,"Jan 13, 2022",2014-02-23,0,0,USA,Ohio,Altbier,,"This old-world beer’s name comes from being top-fermented, which is an older method than the bottom fermentation of other lagered beers. A cleaner, crisp malty amber that takes on some fruity characteristics. The moderate bitterness comes from a traditional German hop Spalter Select."
Ad Astra Ale,64,Free State Brewing Co.,Altbier,304,3.69,/beer/profile/642/2553/,5.6,83.0,25254,11.38,Kansas,Active,"Nov 01, 2021",2002-01-14,12,86,USA,Kansas,Altbier,,"This ale is the first brewed in Kansas since pioneering days. The name ""Ad Astra comes from the Kansas State Motto - Ad Astra per Aspera, Latin words meaning ""To the Stars through Difficulties"". We've blended Pale, Caramel, and Munich malts for a rich amber beer. The hops balance this malty sweetness, and we've chosen Northern brewer and Fuggles hops for their flavor.  24 IBU"
Gesundheit!,65,Little Dog Brewing Co.,Altbier,13,3.63,/beer/profile/40848/175511/,5.0,84.0,23845,20.11,New Jersey,Active,"Feb 28, 2021",2015-06-04,0,3,USA,New Jersey,Altbier,,None
Headwall Alt,66,Tuckerman Brewing Co.,Altbier,221,3.68,/beer/profile/624/22919/,4.5,83.0,25466,10.6,New Hampshire,Active,"Feb 25, 2022",2005-05-29,6,26,USA,New Hampshire,Altbier,,"This is traditional style of altbeir from Düsseldorf, Germany. Alt literally means old in German. Staying as true to the recipe as possible, the Headwall Alt is brewed using German malts, plus German and American hops. Like the Pale Ale, the Headwall Alt is cold conditioned, dry-hopped and krausened in the bottle or keg. Similar to the Pale Ale, the process takes about 30 days."
Harvest,67,Cape Cod Beer,Altbier,38,3.66,/beer/profile/9602/44981/,5.0,84.0,24918,10.66,Massachusetts,Active,"Nov 28, 2021",2008-09-22,0,5,USA,Massachusetts,Altbier,,None
Alt,68,Goose Island Beer Co.,Altbier,21,3.62,/beer/profile/1146/34842/,5.7,84.0,24963,8.01,Illinois,Active,"Nov 26, 2020",2007-01-20,0,1,USA,Illinois,Altbier,,"Dark tan color, forward malt aromas with a touch of chocolate, medium malt body and a very clean, crisp finish with a firm hop bitterness"
Hannen Alt,69,Hannen Brauerei GmbH,Altbier,30,3.63,/beer/profile/3184/18876/,4.8,83.0,25348,13.77,Germany,Active,"Aug 02, 2020",2004-07-22,6,4,Germany,,Altbier,,None
Original,70,Brauerei Pinkus Mueller,Altbier,455,3.65,/beer/profile/31/80/,5.1,83.0,26370,15.89,Germany,Active,"May 04, 2022",2002-04-16,25,28,Germany,,Altbier,,None
Amber,71,Alaskan Brewing Co.,Altbier,2248,3.65,/beer/profile/429/1309/,5.3,83.0,26473,12.33,Alaska,Active,"May 20, 2022",2001-08-20,88,522,USA,Alaska,Altbier,,"Richly malty and long on the palate, with just enough hop backing to make this beautiful amber colored ""alt"" style beer notably well balanced."
Alt,72,Widmer Brothers Brewing Company,Altbier,23,3.6,/beer/profile/8/18433/,5.0,83.0,25552,13.06,Oregon,Active,"Nov 28, 2021",2004-06-30,1,0,USA,Oregon,Altbier,,None
Lighthouse Amber,73,Cheboygan Brewing Company,Altbier,120,3.64,/beer/profile/27032/75741/,5.25,83.0,26302,13.46,Michigan,Active,"Jul 10, 2020",2011-11-27,6,33,USA,Michigan,Altbier,,"Our German style Alt has a brilliant amber hue, and silky smooth medium body. Its light tan head is thick, retaining, and laces the glass all the way down. A Noble hop aroma up front finishes with a caramel malt nose. Our old world brewing method brings out a light toasted-bread flavor you’ll want to savor again and again. It’s a mouthwatering, thirst quenching delight."
Scruffy's Smoked Alt,74,Cedar Creek Brewery,Altbier,89,3.63,/beer/profile/29745/86137/,5.1,83.0,26361,17.08,Texas,Active,"Jul 15, 2020",2012-10-13,8,14,USA,Texas,Altbier,,"Our goal is to have a very drinkable beer with a nice smoked quality that will pair well with food and be something a little different. We blend a good amount of German Rauch malt, that is smoked with beachwood, with a US two-row malt, Crystal 40, Crystal 120 and a bit of Pale Chocolate Malt. We use enough US Magnum & Willamette hops to balance the malty sweetness of the German Alt yeast used to ferment the beer. That leaves moderately smokey notes that comes through mostly in the flavor that is balanced with the slight fruity flavor that the Alt yeast will give you. A very session-able smoked ale with enough bitterness to balance the other flavors."
The Detroit Dwarf,75,Detroit Beer Co.,Altbier,76,3.61,/beer/profile/6865/27005/,6.8,82.0,26684,12.47,Michigan,Active,"Jun 30, 2020",2005-11-20,5,5,USA,Michigan,Altbier,,"""This beer has won a bronze, silver and gold as an Alt at the Great american beer festival, and now a silver at the world beer cup as an Alt."""
Moby D,76,Buzzards Bay Brewing,Altbier,94,3.6,/beer/profile/52/51828/,5.0,82.0,27008,14.17,Massachusetts,Active,"Dec 25, 2020",2009-08-12,3,23,USA,Massachusetts,Altbier,,None
Little Red Cap,77,Grimm Brothers Brewhouse,Altbier,101,3.57,/beer/profile/23076/60453/,5.2,81.0,27580,15.41,Colorado,Active,"Feb 22, 2022",2010-07-26,7,10,USA,Colorado,Altbier,,"Altbier is German for “Old Beer”, this refers to the “old” style of brewing using an ale yeast (As opposed to a lager yeast fermentation which is a relatively new process). This beer originated in the Westphalia region of Germany in a town named Dusseldorf. Due to the cool climate of Dusseldorf, Altbiers employee an ale yeast that has evolved over time to ferment at somewhat cooler temperature than that of other ale yeasts. This cool fermentation produces subtle yeast derived esters and leaves a clean malty beer. In addition to this cool clean fermentation, altbiers are then lagered at cold temperatures to help smooth and refine the beer. The result of this is a very clean and hoppy red ale.  Coming in at 6.2% ABV and IBUs Little Red Cap is an easy drinking hop forward beer worthy of its heritage. We use a bit of Cascade hop to give it an “American Twist” while maintaining its German heritage. This beer won a Gold Medal at the 2011 and 2016 GABF and a Bronze at the 2012 GABF. It also won a Silver Award at the 2016 World beer cup."
Gatz Altbier,78,Gatzweiler Brauerei Düsseldorf,Altbier,22,3.49,/beer/profile/16381/39429/,4.8,82.0,27302,9.17,Germany,Active,"Sep 29, 2021",2007-11-02,0,5,Germany,,Altbier,,None
Long Trail Ale,79,Long Trail Brewing Co.,Altbier,1424,3.57,/beer/profile/94/3128/,5.0,81.0,28005,12.61,Vermont,Active,"Jun 03, 2022",2002-03-26,31,322,USA,Vermont,Altbier,,"Long Trail Ale is a full-bodied amber ale modeled after the “Alt-biers” of Düsseldorf, Germany. Our top fermenting yeast and cold finishing temperature result in a complex, yet clean, full flavor. Originally introduced in November of 1989, Long Trail Ale beer quickly became, and remains, the largest selling craft-brew in Vermont. It is a multiple medal winner at the Great American Beer Festival.  25 IBU"
Creole Alt,80,Crescent City Brewhouse,Altbier,12,3.41,/beer/profile/971/78400/,,,27058,7.92,Louisiana,Active,"Aug 07, 2021",2012-02-13,1,1,USA,Louisiana,Altbier,,None
Sunday River Alt,81,Sunday River Brewing Co.,Altbier,15,3.44,/beer/profile/1922/40934/,4.8,82.0,27214,14.83,Maine,Active,"Nov 11, 2021",2008-02-09,1,3,USA,Maine,Altbier,,A smooth cold conditioned ale with a hint of caramel sweetness.
Three Blind Mice,82,Mother's Brewing Company,Altbier,255,3.56,/beer/profile/24880/69320/,5.5,81.0,28006,14.33,Missouri,Active,"Nov 05, 2021",2011-05-22,5,82,USA,Missouri,Altbier,,"Three Blind Mice is inspired by our favorite qualities from English brown ales, German altbiers, and Irish reds. Mother’s trio of beer connoisseurs sipped away many a night, working to find this ideal combination. Mother’s beautiful brown beer is medium-bodied with caramel, toffee, and subtle chocolate malt flavors—all balanced by moderate hop notes and a clean, dry finish.  Three Blind Mice combines components of several malty beers for the unique brown beer experience you've been missing. After lots of research to find the perfect styles for our base, the clear winners were the lighter body and caramel characters of Irish red ales, the soft chocolate and toffee flavors from English brown ales, and the hop component and balance of German altbiers. We used traditional elements from each beer style and added our own touch for one incredible brown beer.  24 IBU"
Lands End Amber Ale,83,Kannah Creek Brewing Company,Altbier,56,3.53,/beer/profile/12706/118579/,5.5,81.0,27839,10.76,Colorado,Active,"Sep 05, 2020",2014-04-18,1,14,USA,Colorado,Altbier,,"Deep copper in color, this German-Style Altbier is a remarkable beer with a crisp clean finish. Lands End Amber balances the rich character of specialty malts with the mild aroma and bitterness of three hop additions to create a memorable drinking experience."
Duckstein Rotblondes Original,84,Duckstein GmbH,Altbier,96,3.51,/beer/profile/33648/38670/,4.9,80.0,28341,11.97,Germany,Active,"May 01, 2022",2007-09-15,2,14,Germany,,Altbier,,None
Gerst Amber,85,Yazoo Brewing Company,Altbier,312,3.52,/beer/profile/9020/67505/,5.1,80.0,28504,14.2,Tennessee,Active,"May 16, 2022",2011-03-25,6,98,USA,Tennessee,Altbier,,"Check out a piece of Nashville brewing history! Gerst Brewery was the original Nashville brewery, but never recovered after prohibition. We are excited to partner with the Chandler Family, owners of the Gerst Haus Restaurant, to bring this beer back right where it belongs – Nashville, Tennessee.  This is a very “clean” beer, with mostly German malts and a hint of flaked maize, remaining as true as possible to the original Gerst recipe.  11 IBUs"
Schlösser Alt,86,Brauerei Schlösser GmbH,Altbier,71,3.47,/beer/profile/2853/6706/,4.8,80.0,28605,10.66,Germany,Active,"Jul 06, 2021",2002-10-19,4,9,Germany,,Altbier,,None
Gravel Road,87,Rahr & Sons Brewing Company,Altbier,108,3.46,/beer/profile/9969/70860/,7.25,79.0,28855,17.05,Texas,Active,"Jul 16, 2020",2011-07-09,1,8,USA,Texas,Altbier,,None
Legendary Red Ale,88,Golden City Brewery,Altbier,42,3.4,/beer/profile/1532/8873/,5.4,79.0,28880,13.24,Colorado,Active,"Jan 05, 2022",2005-03-27,1,7,USA,Colorado,Altbier,,"Legend tells of a land dominated by a giant and in need of a true champion. A red-haired knight rose to the challenge, and faced great peril for the freedom of his people. To honor this illustrious valor and victories, a red ale was crafted."
Wild Horse Ale,89,Great Basin Brewing Co.,Altbier,47,3.39,/beer/profile/2310/29031/,4.8,79.0,29033,12.09,Nevada,Active,"Sep 04, 2021",2006-03-16,2,4,USA,Nevada,Altbier,,"This award-winning amber ale is guaranteed to tame your wild thirst. Wild Horse is brewed in the German ""Alt"" tradition. It gets its malty, rich and complex flavor from a blend of five malts. A two-time Bronze Medal winner at the Great American Beer Festival."
Okto Festival Ale,90,Widmer Brothers Brewing Company,Altbier,501,3.44,/beer/profile/8/25752/,5.3,78.0,29264,13.95,Oregon,Active,"Sep 26, 2021",2002-10-29,12,37,USA,Oregon,Altbier,,Classified as a German Altbier by the Widmer Brothers; brewed with an (ale) Alt yeast strain.  availability: early Aug. - late Oct. bitterness : 28 IBU original gravity: 13.5° PLATO
Oettinger Alt,91,Oettinger Brauerei GmbH,Altbier,20,3.23,/beer/profile/5142/4292/,4.9,78.0,29273,15.79,Germany,Active,"Dec 17, 2021",2005-08-29,0,1,Germany,,Altbier,,None
Old Town Brown,92,Chicago Brewing Company,Altbier,33,3.27,/beer/profile/2308/8335/,4.6,78.0,29507,18.96,Nevada,Active,"Jun 14, 2020",2003-02-02,0,1,USA,Nevada,Altbier,,None
